tatort	tatort_cleaned	tatort_coding	lat	lon
Steinstraße ggü. Haus-Nr. 36	Steinstraße 36	Steinstraße 36, Moers, Deutschland	51.4509	6.62862
Steinstraße ggü. Haus-Nr. 41	Steinstraße 41	Steinstraße 41, Moers, Deutschland	51.4509	6.62792
Steinstraße ggü. Haus-Nr. 7	Steinstraße 7	Steinstraße 7, Moers, Deutschland	51.45142	6.62619
Steinstraße ggü. Haus-Nr.,  Douglas	Steinstraße,  Douglas	Steinstraße,  Douglas, Moers, Deutschland	51.4512	6.62736
Steinstraße ggü. Haus-Nr., Backwerk	Steinstraße, Backwerk	Steinstraße, Backwerk, Moers, Deutschland	51.4512	6.62736
Steinstraße ggü. Haus-Nr., Hungeling	Steinstraße, Hungeling	Steinstraße, Hungeling, Moers, Deutschland	51.4512	6.62736
Steinstraße in Höhe von Haus-Nr. 1	Steinstraße 1	Steinstraße 1, Moers, Deutschland	51.45155	6.62552
Steinstraße in Höhe von Haus-Nr. 1, Ecke Meerstrasse	Steinstraße 1, Ecke Meerstrasse	Steinstraße 1, Ecke Meerstrasse, Moers, Deutschland	51.45163	6.62483
Steinstraße in Höhe von Haus-Nr. 10	Steinstraße 10	Steinstraße 10, Moers, Deutschland	51.45146	6.62673
Steinstraße in Höhe von Haus-Nr. 11	Steinstraße 11	Steinstraße 11, Moers, Deutschland	51.45139	6.62634
Steinstraße in Höhe von Haus-Nr. 12	Steinstraße 12	Steinstraße 12, Moers, Deutschland	51.4514	6.62691
Steinstraße in Höhe von Haus-Nr. 12, Nordsee Restaurant	Steinstraße 12, Nordsee Restaurant	Steinstraße 12, Nordsee Restaurant, Moers, Deutschland	51.4514	6.62691
Steinstraße in Höhe von Haus-Nr. 14	Steinstraße 14	Steinstraße 14, Moers, Deutschland	51.45135	6.62705
Steinstraße in Höhe von Haus-Nr. 15	Steinstraße 15	Steinstraße 15, Moers, Deutschland	51.45135	6.62647
Steinstraße in Höhe von Haus-Nr. 16	Steinstraße 16	Steinstraße 16, Moers, Deutschland	51.4513	6.62716
Steinstraße in Höhe von Haus-Nr. 17, Hoehe Douglas	Steinstraße 17, Hoehe Douglas	Steinstraße 17, Hoehe Douglas, Moers, Deutschland	51.45131	6.62664
Steinstraße in Höhe von Haus-Nr. 18	Steinstraße 18	Steinstraße 18, Moers, Deutschland	51.45127	6.62723
Steinstraße in Höhe von Haus-Nr. 19/21, Hoehe Douglas	Steinstraße 19/21, Hoehe Douglas	Steinstraße 19/21, Hoehe Douglas, Moers, Deutschland	51.45127	6.62678
Steinstraße in Höhe von Haus-Nr. 2	Steinstraße 2	Steinstraße 2, Moers, Deutschland	51.45168	6.62566
Steinstraße in Höhe von Haus-Nr. 23	Steinstraße 23	Steinstraße 23, Moers, Deutschland	51.4512	6.62697
Steinstraße in Höhe von Haus-Nr. 28	Steinstraße 28	Steinstraße 28, Moers, Deutschland	51.45112	6.62778
Steinstraße in Höhe von Haus-Nr. 29	Steinstraße 29	Steinstraße 29, Moers, Deutschland	51.45109	6.62721
Steinstraße in Höhe von Haus-Nr. 4	Steinstraße 4	Steinstraße 4, Moers, Deutschland	51.45164	6.62583
Steinstraße in Höhe von Haus-Nr. 43	Steinstraße 43	Steinstraße 43, Moers, Deutschland	51.45084	6.62811
Steinstraße in Höhe von Haus-Nr. 45	Steinstraße 45	Steinstraße 45, Moers, Deutschland	51.45079	6.6283
Steinstraße in Höhe von Haus-Nr. 47	Steinstraße 47	Steinstraße 47, Moers, Deutschland	51.45074	6.62846
Steinstraße in Höhe von Haus-Nr. 5	Steinstraße 5	Steinstraße 5, Moers, Deutschland	51.45145	6.62609
Steinstraße in Höhe von Haus-Nr. 7	Steinstraße 7	Steinstraße 7, Moers, Deutschland	51.45142	6.62619
Steinstraße in Höhe von Haus-Nr. 8	Steinstraße 8	Steinstraße 8, Moers, Deutschland	51.45148	6.62663
Steinstraße in Höhe von Haus-Nr. Backwerk	Steinstraße Backwerk	Steinstraße Backwerk, Moers, Deutschland	51.4512	6.62736
Steinstraße in Höhe von Haus-Nr., Backwerk	Steinstraße, Backwerk	Steinstraße, Backwerk, Moers, Deutschland	51.4512	6.62736
Steinstraße in Höhe von Haus-Nr., C&A	Steinstraße, C&A	Steinstraße, C&A, Moers, Deutschland	50.80822	12.39591
Steinstraße in Höhe von Haus-Nr., Teeladen/Bonita	Steinstraße, Teeladen/Bonita	Steinstraße, Teeladen/Bonita, Moers, Deutschland	51.4512	6.62736
Steinstraße, Backwerk	Steinstraße, Backwerk	Steinstraße, Backwerk, Moers, Deutschland	51.4512	6.62736
Steinstraße, Ecke Meerstrasse	Steinstraße, Ecke Meerstrasse	Steinstraße, Ecke Meerstrasse, Moers, Deutschland	51.4512	6.62736
Steinstraße, Hungeling	Steinstraße, Hungeling	Steinstraße, Hungeling, Moers, Deutschland	51.4512	6.62736
Sternstraße in Höhe von Haus-Nr. 13	Sternstraße 13	Sternstraße 13, Moers, Deutschland	51.50031	6.59057
Stormstraße	Stormstraße	Stormstraße, Moers, Deutschland	51.48519	6.60213
Stormstraße 14a	Stormstraße 14a	Stormstraße 14a, Moers, Deutschland	51.48269	6.59989
Stormstraße 14b	Stormstraße 14b	Stormstraße 14b, Moers, Deutschland	51.48286	6.59988
Stormstraße 16, Ecke Lerschstr. 102	Stormstraße 16, Ecke Lerschstr. 102	Stormstraße 16, Ecke Lerschstr. 102, Moers, Deutschland	51.4869	6.60322
Stormstraße 2	Stormstraße 2	Stormstraße 2, Moers, Deutschland	51.48519	6.60213
Stormstraße 2, Turnhalle Notausgang	Stormstraße 2, Turnhalle Notausgang	Stormstraße 2, Turnhalle Notausgang, Moers, Deutschland	51.48519	6.60213
Stormstraße 2, Turnhalle Ppl.	Stormstraße 2, Turnhalle Ppl.	Stormstraße 2, Turnhalle Ppl., Moers, Deutschland	51.48519	6.60213
Stormstraße 57	Stormstraße 57	Stormstraße 57, Moers, Deutschland	51.48617	6.60383
Stormstraße 67	Stormstraße 67	Stormstraße 67, Moers, Deutschland	51.48686	6.60387
Stormstraße 68	Stormstraße 68	Stormstraße 68, Moers, Deutschland	51.48519	6.60213
Stormstraße 68, Autohof	Stormstraße 68, Autohof	Stormstraße 68, Autohof, Moers, Deutschland	51.48519	6.60213
Stormstraße 87	Stormstraße 87	Stormstraße 87, Moers, Deutschland	51.48928	6.60355
Stormstraße 95	Stormstraße 95	Stormstraße 95, Moers, Deutschland	51.48952	6.60333
Stormstraße ggü. Haus-Nr. 1	Stormstraße 1	Stormstraße 1, Moers, Deutschland	51.48099	6.59966
Stormstraße ggü. Haus-Nr. 55	Stormstraße 55	Stormstraße 55, Moers, Deutschland	51.48601	6.60375
Stormstraße ggü. Haus-Nr. 87	Stormstraße 87	Stormstraße 87, Moers, Deutschland	51.48928	6.60355
Stormstraße ggü. Haus-Nr. 87, REWE Vorplatz	Stormstraße 87, REWE Vorplatz	Stormstraße 87, REWE Vorplatz, Moers, Deutschland	51.48928	6.60355
Stormstraße ggü. Haus-Nr. 87, Schräg	Stormstraße 87	Stormstraße 87, Moers, Deutschland	51.48928	6.60355
Stormstraße ggü. Haus-Nr. 87-91	Stormstraße 87-91	Stormstraße 87-91, Moers, Deutschland	51.48928	6.60355
Stormstraße ggü. Haus-Nr. 87-91, REWE Vorplatz	Stormstraße 87-91, REWE Vorplatz	Stormstraße 87-91, REWE Vorplatz, Moers, Deutschland	51.48928	6.60355
Stormstraße ggü. Haus-Nr. 91, REWE Vorplatz	Stormstraße 91, REWE Vorplatz	Stormstraße 91, REWE Vorplatz, Moers, Deutschland	51.48929	6.60401
Stormstraße ggü. Haus-Nr., Parkplatz	Stormstraße, Parkplatz	Stormstraße, Parkplatz, Moers, Deutschland	51.48519	6.60213
Stormstraße in Höhe von Haus-Nr. 14	Stormstraße 14	Stormstraße 14, Moers, Deutschland	51.48269	6.59989
Stormstraße in Höhe von Haus-Nr. 2	Stormstraße 2	Stormstraße 2, Moers, Deutschland	51.48519	6.60213
Stormstraße in Höhe von Haus-Nr. 2, höhe Parkplatz	Stormstraße 2, höhe Parkplatz	Stormstraße 2, höhe Parkplatz, Moers, Deutschland	53.96993	9.62983
Stormstraße in Höhe von Haus-Nr. 2, Parkplatz	Stormstraße 2, Parkplatz	Stormstraße 2, Parkplatz, Moers, Deutschland	51.48519	6.60213
Stormstraße in Höhe von Haus-Nr. 68, Autohof	Stormstraße 68, Autohof	Stormstraße 68, Autohof, Moers, Deutschland	51.48519	6.60213
Stormstraße in Höhe von Haus-Nr., REWE Vorplatz	Stormstraße, REWE Vorplatz	Stormstraße, REWE Vorplatz, Moers, Deutschland	51.48519	6.60213
Stormstraße, Ecke Leuschnerstr.	Stormstraße, Ecke Leuschnerstr.	Stormstraße, Ecke Leuschnerstr., Moers, Deutschland	51.48519	6.60213
Stormstraße, Ecke Lintforterstr.	Stormstraße, Ecke Lintforterstr.	Stormstraße, Ecke Lintforterstr., Moers, Deutschland	51.48519	6.60213
Stormstraße, höhe Parkplatz	Stormstraße, höhe Parkplatz	Stormstraße, höhe Parkplatz, Moers, Deutschland	51.48519	6.60213
Stormstraße, Parkplatz	Stormstraße, Parkplatz	Stormstraße, Parkplatz, Moers, Deutschland	51.48519	6.60213
Stormstraße, REWE Vorplatz	Stormstraße, REWE Vorplatz	Stormstraße, REWE Vorplatz, Moers, Deutschland	51.48519	6.60213
Stormstraße, Turnhalle Ppl.	Stormstraße, Turnhalle Ppl.	Stormstraße, Turnhalle Ppl., Moers, Deutschland	51.48519	6.60213
Südring 14	Südring 14	Südring 14, Moers, Deutschland	51.44875	6.6286
Südring ggü. Haus-Nr. 14	Südring 14	Südring 14, Moers, Deutschland	51.44875	6.6286
Südring ggü. Haus-Nr. 14, Ecke Abtei	Südring 14, Ecke Abtei	Südring 14, Ecke Abtei, Moers, Deutschland	51.44875	6.6286
südring ggü. Haus-Nr. 25	südring 25	südring 25, Moers, Deutschland	51.44845	6.62859
südring ggü. Haus-Nr. 29	südring 29	südring 29, Moers, Deutschland	51.44845	6.62859
Südring in Höhe von Haus-Nr. 28	Südring 28	Südring 28, Moers, Deutschland	51.4483	6.62856
Südring, Ecke Abtei	Südring, Ecke Abtei	Südring, Ecke Abtei, Moers, Deutschland	51.44845	6.62859
Tal in Höhe von Haus-Nr. 14	Tal 14	Tal 14, Moers, Deutschland	51.48864	6.5988
Talstraße 28	Talstraße 28	Talstraße 28, Moers, Deutschland	51.48759	6.59891
Talstraße 3	Talstraße 3	Talstraße 3, Moers, Deutschland	51.48981	6.59886
Talstraße 32	Talstraße 32	Talstraße 32, Moers, Deutschland	51.4872	6.59908
Talstraße 46	Talstraße 46	Talstraße 46, Moers, Deutschland	51.48582	6.59944
Talstraße 54	Talstraße 54	Talstraße 54, Moers, Deutschland	51.48517	6.59935
Talstraße 56	Talstraße 56	Talstraße 56, Moers, Deutschland	51.48504	6.59946
Talstraße 9	Talstraße 9	Talstraße 9, Moers, Deutschland	51.48941	6.59899
Talstraße ggü. Haus-Nr. 11	Talstraße 11	Talstraße 11, Moers, Deutschland	50.8743	7.67778
Talstraße ggü. Haus-Nr. 12	Talstraße 12	Talstraße 12, Moers, Deutschland	51.48905	6.5987
Talstraße ggü. Haus-Nr. 3	Talstraße 3	Talstraße 3, Moers, Deutschland	51.48981	6.59886
Talstraße ggü. Haus-Nr. 6	Talstraße 6	Talstraße 6, Moers, Deutschland	51.4895	6.5986
Talstraße ggü. Haus-Nr. 8	Talstraße 8	Talstraße 8, Moers, Deutschland	51.48941	6.59862
Talstraße ggü. Haus-Nr. 8, Parkplatz	Talstraße 8, Parkplatz	Talstraße 8, Parkplatz, Moers, Deutschland	51.48941	6.59862
Talstraße ggü. Haus-Nr. 9	Talstraße 9	Talstraße 9, Moers, Deutschland	51.48941	6.59899
Talstraße ggü. Haus-Nr., Polster	Talstraße, Polster	Talstraße, Polster, Moers, Deutschland	51.48708	6.59915
Talstraße in Höhe von Haus-Nr. 1	Talstraße 1	Talstraße 1, Moers, Deutschland	50.8731	7.68088
Talstraße in Höhe von Haus-Nr. 10	Talstraße 10	Talstraße 10, Moers, Deutschland	51.48932	6.59828
Talstraße in Höhe von Haus-Nr. 11	Talstraße 11	Talstraße 11, Moers, Deutschland	50.8743	7.67778
Talstraße in Höhe von Haus-Nr. 12	Talstraße 12	Talstraße 12, Moers, Deutschland	51.48905	6.5987
Talstraße in Höhe von Haus-Nr. 14	Talstraße 14	Talstraße 14, Moers, Deutschland	51.48864	6.5988
Talstraße in Höhe von Haus-Nr. 3	Talstraße 3	Talstraße 3, Moers, Deutschland	51.48981	6.59886
Talstraße in Höhe von Haus-Nr. 3, Parkplatz	Talstraße 3, Parkplatz	Talstraße 3, Parkplatz, Moers, Deutschland	51.48981	6.59886
Talstraße in Höhe von Haus-Nr. 3, Polster	Talstraße 3, Polster	Talstraße 3, Polster, Moers, Deutschland	51.48981	6.59886
Talstraße in Höhe von Haus-Nr. 36	Talstraße 36	Talstraße 36, Moers, Deutschland	51.48694	6.59919
Talstraße in Höhe von Haus-Nr. 4	Talstraße 4	Talstraße 4, Moers, Deutschland	51.48977	6.59861
Talstraße in Höhe von Haus-Nr. 46	Talstraße 46	Talstraße 46, Moers, Deutschland	51.48582	6.59944
Talstraße in Höhe von Haus-Nr. 6	Talstraße 6	Talstraße 6, Moers, Deutschland	51.4895	6.5986
Talstraße in Höhe von Haus-Nr. 7	Talstraße 7	Talstraße 7, Moers, Deutschland	51.48956	6.59895
Talstraße in Höhe von Haus-Nr. 7, Polster	Talstraße 7, Polster	Talstraße 7, Polster, Moers, Deutschland	51.48956	6.59895
Talstraße in Höhe von Haus-Nr. 8	Talstraße 8	Talstraße 8, Moers, Deutschland	51.48941	6.59862
Talstraße in Höhe von Haus-Nr. 9	Talstraße 9	Talstraße 9, Moers, Deutschland	51.48941	6.59899
Talstraße in Höhe von Haus-Nr., Möbelhaus	Talstraße, Möbelhaus	Talstraße, Möbelhaus, Moers, Deutschland	51.48708	6.59915
Talstraße in Höhe von Haus-Nr., Polster	Talstraße, Polster	Talstraße, Polster, Moers, Deutschland	51.48708	6.59915
Talstraße, Parkplatz	Talstraße, Parkplatz	Talstraße, Parkplatz, Moers, Deutschland	51.48708	6.59915
Talstraße, Polster	Talstraße, Polster	Talstraße, Polster, Moers, Deutschland	51.48708	6.59915
Tannenbergstraße in Höhe von Haus-Nr. 2	Tannenbergstraße 2	Tannenbergstraße 2, Moers, Deutschland	51.45026	6.64563
Tannenbergstraße in Höhe von Haus-Nr. 6	Tannenbergstraße 6	Tannenbergstraße 6, Moers, Deutschland	51.45054	6.64563
Tannenbergstraße, Ecke Homberger	Tannenbergstraße, Ecke Homberger	Tannenbergstraße, Ecke Homberger, Moers, Deutschland	51.45011	6.64291
Tannenstraße 1	Tannenstraße 1	Tannenstraße 1, Moers, Deutschland	51.39866	6.62951
Tannenstraße 16	Tannenstraße 16	Tannenstraße 16, Moers, Deutschland	51.39803	6.6302
Tannenstraße 5	Tannenstraße 5	Tannenstraße 5, Moers, Deutschland	51.39846	6.62943
Taubenstraße 1	Taubenstraße 1	Taubenstraße 1, Moers, Deutschland	51.46429	6.65766
Taubenstraße 20	Taubenstraße 20	Taubenstraße 20, Moers, Deutschland	51.46601	6.65612
Taubenstraße 57	Taubenstraße 57	Taubenstraße 57, Moers, Deutschland	51.46269	6.65941
Taubenstraße 67	Taubenstraße 67	Taubenstraße 67, Moers, Deutschland	51.46198	6.65946
Taubenstraße 7	Taubenstraße 7	Taubenstraße 7, Moers, Deutschland	51.4668	6.65543
Taubenstraße 71	Taubenstraße 71	Taubenstraße 71, Moers, Deutschland	51.46162	6.65948
Taubenstraße 9	Taubenstraße 9	Taubenstraße 9, Moers, Deutschland	51.46666	6.65565
Taubenstraße in Höhe von Haus-Nr. 46	Taubenstraße 46	Taubenstraße 46, Moers, Deutschland	51.46386	6.65859
Taubenstraße in Höhe von Haus-Nr. 48	Taubenstraße 48	Taubenstraße 48, Moers, Deutschland	51.46335	6.65889
Taubenstraße in Höhe von Haus-Nr. 57	Taubenstraße 57	Taubenstraße 57, Moers, Deutschland	51.46269	6.65941
Taubenstraße in Höhe von Haus-Nr. 72a	Taubenstraße 72a	Taubenstraße 72a, Moers, Deutschland	51.46166	6.65909
Taubenstraße in Höhe von Haus-Nr. 83	Taubenstraße 83	Taubenstraße 83, Moers, Deutschland	51.46086	6.65933
Tersteegenstraße / C1	Tersteegenstraße / C1	Tersteegenstraße / C1, Moers, Deutschland	51.44855	6.63337
Tersteegenstraße / C1 1	Tersteegenstraße / C1 1	Tersteegenstraße / C1 1, Moers, Deutschland	51.44855	6.63337
Tersteegenstraße / C1 11	Tersteegenstraße / C1 11	Tersteegenstraße / C1 11, Moers, Deutschland	51.44857	6.63404
Tersteegenstraße / C1 12	Tersteegenstraße / C1 12	Tersteegenstraße / C1 12, Moers, Deutschland	51.44877	6.63437
Tersteegenstraße / C1 13	Tersteegenstraße / C1 13	Tersteegenstraße / C1 13, Moers, Deutschland	51.44858	6.63415
Tersteegenstraße / C1 15	Tersteegenstraße / C1 15	Tersteegenstraße / C1 15, Moers, Deutschland	51.44858	6.63429
Tersteegenstraße / C1 16	Tersteegenstraße / C1 16	Tersteegenstraße / C1 16, Moers, Deutschland	51.44878	6.63459
Tersteegenstraße / C1 17	Tersteegenstraße / C1 17	Tersteegenstraße / C1 17, Moers, Deutschland	51.44858	6.63444
Tersteegenstraße / C1 18	Tersteegenstraße / C1 18	Tersteegenstraße / C1 18, Moers, Deutschland	51.44878	6.63481
Tersteegenstraße / C1 19	Tersteegenstraße / C1 19	Tersteegenstraße / C1 19, Moers, Deutschland	51.44858	6.63454
Tersteegenstraße / C1 20	Tersteegenstraße / C1 20	Tersteegenstraße / C1 20, Moers, Deutschland	51.44887	6.63584
Tersteegenstraße / C1 21	Tersteegenstraße / C1 21	Tersteegenstraße / C1 21, Moers, Deutschland	51.44859	6.63465
Tersteegenstraße / C1 22	Tersteegenstraße / C1 22	Tersteegenstraße / C1 22, Moers, Deutschland	51.44887	6.63597
Tersteegenstraße / C1 23	Tersteegenstraße / C1 23	Tersteegenstraße / C1 23, Moers, Deutschland	51.44859	6.63477
Tersteegenstraße / C1 25	Tersteegenstraße / C1 25	Tersteegenstraße / C1 25, Moers, Deutschland	51.4486	6.63488
Tersteegenstraße / C1 26	Tersteegenstraße / C1 26	Tersteegenstraße / C1 26, Moers, Deutschland	51.44889	6.63635
Tersteegenstraße / C1 29	Tersteegenstraße / C1 29	Tersteegenstraße / C1 29, Moers, Deutschland	51.44866	6.63571
Tersteegenstraße / C1 3	Tersteegenstraße / C1 3	Tersteegenstraße / C1 3, Moers, Deutschland	51.44856	6.63353
Tersteegenstraße / C1 32	Tersteegenstraße / C1 32	Tersteegenstraße / C1 32, Moers, Deutschland	51.44878	6.63728
Tersteegenstraße / C1 36	Tersteegenstraße / C1 36	Tersteegenstraße / C1 36, Moers, Deutschland	51.44869	6.63772
Tersteegenstraße / C1 43	Tersteegenstraße / C1 43	Tersteegenstraße / C1 43, Moers, Deutschland	51.44865	6.63667
Tersteegenstraße / C1 45	Tersteegenstraße / C1 45	Tersteegenstraße / C1 45, Moers, Deutschland	51.44862	6.63699
Tersteegenstraße / C1 5	Tersteegenstraße / C1 5	Tersteegenstraße / C1 5, Moers, Deutschland	51.44856	6.63369
Tersteegenstraße / C1 7	Tersteegenstraße / C1 7	Tersteegenstraße / C1 7, Moers, Deutschland	51.44856	6.63381
Tersteegenstraße / C1 8	Tersteegenstraße / C1 8	Tersteegenstraße / C1 8, Moers, Deutschland	51.44876	6.63405
Tersteegenstraße / C1 8/10	Tersteegenstraße / C1 8/10	Tersteegenstraße / C1 8/10, Moers, Deutschland	51.44855	6.63337
Tersteegenstraße / C1 9	Tersteegenstraße / C1 9	Tersteegenstraße / C1 9, Moers, Deutschland	51.44857	6.63393
Tersteegenstraße / C1 ggü. Haus-Nr. 1	Tersteegenstraße / C1 1	Tersteegenstraße / C1 1, Moers, Deutschland	51.44855	6.63337
Tersteegenstraße / C1 ggü. Haus-Nr. 1, Ecke Augustastrasse	Tersteegenstraße / C1 1, Ecke Augustastrasse	Tersteegenstraße / C1 1, Ecke Augustastrasse, Moers, Deutschland	51.44855	6.63337
Tersteegenstraße / C1 ggü. Haus-Nr. 11	Tersteegenstraße / C1 11	Tersteegenstraße / C1 11, Moers, Deutschland	51.44857	6.63404
Tersteegenstraße / C1 ggü. Haus-Nr. 13	Tersteegenstraße / C1 13	Tersteegenstraße / C1 13, Moers, Deutschland	51.44858	6.63415
Tersteegenstraße / C1 ggü. Haus-Nr. 26	Tersteegenstraße / C1 26	Tersteegenstraße / C1 26, Moers, Deutschland	51.44889	6.63635
Tersteegenstraße / C1 ggü. Haus-Nr. 27	Tersteegenstraße / C1 27	Tersteegenstraße / C1 27, Moers, Deutschland	51.4486	6.63511
Tersteegenstraße / C1 ggü. Haus-Nr. 27, Ecke Goethe	Tersteegenstraße / C1 27, Ecke Goethe	Tersteegenstraße / C1 27, Ecke Goethe, Moers, Deutschland	51.4486	6.63511
Tersteegenstraße / C1 ggü. Haus-Nr. 27, Ecke Goethestraße	Tersteegenstraße / C1 27, Ecke Goethestraße	Tersteegenstraße / C1 27, Ecke Goethestraße, Moers, Deutschland	51.4486	6.63511
Tersteegenstraße / C1 ggü. Haus-Nr. 29	Tersteegenstraße / C1 29	Tersteegenstraße / C1 29, Moers, Deutschland	51.44866	6.63571
Tersteegenstraße / C1 ggü. Haus-Nr. 3	Tersteegenstraße / C1 3	Tersteegenstraße / C1 3, Moers, Deutschland	51.44856	6.63353
Tersteegenstraße / C1 ggü. Haus-Nr. 3/5	Tersteegenstraße / C1 3/5	Tersteegenstraße / C1 3/5, Moers, Deutschland	51.44855	6.63337
Tersteegenstraße / C1 ggü. Haus-Nr. 32	Tersteegenstraße / C1 32	Tersteegenstraße / C1 32, Moers, Deutschland	51.44878	6.63728
Tersteegenstraße / C1 ggü. Haus-Nr. 34	Tersteegenstraße / C1 34	Tersteegenstraße / C1 34, Moers, Deutschland	51.44868	6.63761
Tersteegenstraße / C1 ggü. Haus-Nr. 39	Tersteegenstraße / C1 39	Tersteegenstraße / C1 39, Moers, Deutschland	51.44866	6.63593
Tersteegenstraße / C1 ggü. Haus-Nr. 41	Tersteegenstraße / C1 41	Tersteegenstraße / C1 41, Moers, Deutschland	51.44868	6.63633
Tersteegenstraße / C1 ggü. Haus-Nr. 41a	Tersteegenstraße / C1 41a	Tersteegenstraße / C1 41a, Moers, Deutschland	51.44868	6.63645
Tersteegenstraße / C1 ggü. Haus-Nr. 41b	Tersteegenstraße / C1 41b	Tersteegenstraße / C1 41b, Moers, Deutschland	51.44868	6.63653
Tersteegenstraße / C1 ggü. Haus-Nr. 43	Tersteegenstraße / C1 43	Tersteegenstraße / C1 43, Moers, Deutschland	51.44865	6.63667
Tersteegenstraße / C1 ggü. Haus-Nr. 45	Tersteegenstraße / C1 45	Tersteegenstraße / C1 45, Moers, Deutschland	51.44862	6.63699
Tersteegenstraße / C1 ggü. Haus-Nr. 45, Ecke mercatorstr.	Tersteegenstraße / C1 45, Ecke mercatorstr.	Tersteegenstraße / C1 45, Ecke mercatorstr., Moers, Deutschland	51.44862	6.63699
Tersteegenstraße / C1 ggü. Haus-Nr. 5	Tersteegenstraße / C1 5	Tersteegenstraße / C1 5, Moers, Deutschland	51.44856	6.63369
Tersteegenstraße / C1 ggü. Haus-Nr. 7	Tersteegenstraße / C1 7	Tersteegenstraße / C1 7, Moers, Deutschland	51.44856	6.63381
Tersteegenstraße / C1 ggü. Haus-Nr. 9	Tersteegenstraße / C1 9	Tersteegenstraße / C1 9, Moers, Deutschland	51.44857	6.63393
Tersteegenstraße / C1 ggü. Haus-Nr., Ecke Goethestraße	Tersteegenstraße / C1, Ecke Goethestraße	Tersteegenstraße / C1, Ecke Goethestraße, Moers, Deutschland	51.44855	6.63337
Tersteegenstraße / C1 hinter Haus-Nr. 3	Tersteegenstraße / C1  3	Tersteegenstraße / C1  3, Moers, Deutschland	51.44856	6.63353
Tersteegenstraße / C1 in Höhe von Haus-Nr.	Tersteegenstraße / C1	Tersteegenstraße / C1, Moers, Deutschland	51.44855	6.63337
Tersteegenstraße / C1 in Höhe von Haus-Nr. 1	Tersteegenstraße / C1 1	Tersteegenstraße / C1 1, Moers, Deutschland	51.44855	6.63337
Tersteegenstraße / C1 in Höhe von Haus-Nr. 10	Tersteegenstraße / C1 10	Tersteegenstraße / C1 10, Moers, Deutschland	51.44877	6.63421
Tersteegenstraße / C1 in Höhe von Haus-Nr. 11	Tersteegenstraße / C1 11	Tersteegenstraße / C1 11, Moers, Deutschland	51.44857	6.63404
Tersteegenstraße / C1 in Höhe von Haus-Nr. 12	Tersteegenstraße / C1 12	Tersteegenstraße / C1 12, Moers, Deutschland	51.44877	6.63437
Tersteegenstraße / C1 in Höhe von Haus-Nr. 13	Tersteegenstraße / C1 13	Tersteegenstraße / C1 13, Moers, Deutschland	51.44858	6.63415
Tersteegenstraße / C1 in Höhe von Haus-Nr. 14	Tersteegenstraße / C1 14	Tersteegenstraße / C1 14, Moers, Deutschland	51.44855	6.63337
Tersteegenstraße / C1 in Höhe von Haus-Nr. 15	Tersteegenstraße / C1 15	Tersteegenstraße / C1 15, Moers, Deutschland	51.44858	6.63429
Tersteegenstraße / C1 in Höhe von Haus-Nr. 16	Tersteegenstraße / C1 16	Tersteegenstraße / C1 16, Moers, Deutschland	51.44878	6.63459
Tersteegenstraße / C1 in Höhe von Haus-Nr. 17	Tersteegenstraße / C1 17	Tersteegenstraße / C1 17, Moers, Deutschland	51.44858	6.63444
Tersteegenstraße / C1 in Höhe von Haus-Nr. 18	Tersteegenstraße / C1 18	Tersteegenstraße / C1 18, Moers, Deutschland	51.44878	6.63481
Tersteegenstraße / C1 in Höhe von Haus-Nr. 19	Tersteegenstraße / C1 19	Tersteegenstraße / C1 19, Moers, Deutschland	51.44858	6.63454
Tersteegenstraße / C1 in Höhe von Haus-Nr. 2	Tersteegenstraße / C1 2	Tersteegenstraße / C1 2, Moers, Deutschland	51.44874	6.63359
Tersteegenstraße / C1 in Höhe von Haus-Nr. 20	Tersteegenstraße / C1 20	Tersteegenstraße / C1 20, Moers, Deutschland	51.44887	6.63584
Tersteegenstraße / C1 in Höhe von Haus-Nr. 21	Tersteegenstraße / C1 21	Tersteegenstraße / C1 21, Moers, Deutschland	51.44859	6.63465
Tersteegenstraße / C1 in Höhe von Haus-Nr. 22	Tersteegenstraße / C1 22	Tersteegenstraße / C1 22, Moers, Deutschland	51.44887	6.63597
Tersteegenstraße / C1 in Höhe von Haus-Nr. 23	Tersteegenstraße / C1 23	Tersteegenstraße / C1 23, Moers, Deutschland	51.44859	6.63477
Tersteegenstraße / C1 in Höhe von Haus-Nr. 24	Tersteegenstraße / C1 24	Tersteegenstraße / C1 24, Moers, Deutschland	51.44888	6.63621
Tersteegenstraße / C1 in Höhe von Haus-Nr. 25	Tersteegenstraße / C1 25	Tersteegenstraße / C1 25, Moers, Deutschland	51.4486	6.63488
Tersteegenstraße / C1 in Höhe von Haus-Nr. 26	Tersteegenstraße / C1 26	Tersteegenstraße / C1 26, Moers, Deutschland	51.44889	6.63635
Tersteegenstraße / C1 in Höhe von Haus-Nr. 26/28	Tersteegenstraße / C1 26/28	Tersteegenstraße / C1 26/28, Moers, Deutschland	51.44855	6.63337
Tersteegenstraße / C1 in Höhe von Haus-Nr. 26-28	Tersteegenstraße / C1 26-28	Tersteegenstraße / C1 26-28, Moers, Deutschland	51.44889	6.63635
Tersteegenstraße / C1 in Höhe von Haus-Nr. 27	Tersteegenstraße / C1 27	Tersteegenstraße / C1 27, Moers, Deutschland	51.4486	6.63511
